id,device_id,product_name,product_sku,product_name2,count if,amount,status,card_number,cvv,created_at,happened_at
440,191,eu dui.,3.77E+12,viverra.,2,629,cancelled,2.15E+14,488,2/18/2023 7:25,1/26/2023 7:16
441,91,malesuada augue,3.77E+12,"vulputate,",6,391,refused,4716 3434 3346 8625,136,2/19/2023 10:57,5/29/2022 1:25
442,114,"lorem lorem,",3.77E+12,"enim,",4,479,refused,6.71E+15,727,12/13/2022 9:09,1/5/2022 6:23
443,94,"fringilla, porttitor",3.77E+12,Quisque,9,244,accepted,3789 948255 39365,836,11/5/2022 5:22,10/8/2022 9:09
444,27,elit erat,3.77E+12,"consequat,",2,735,accepted,2.15E+14,223,2/11/2023 2:20,12/31/2022 4:43
445,30,eu neque,v3770009015028,Curabitur,12,948,accepted,4286 3761 2751 8784,120,10/4/2022 5:10,12/18/2022 8:52
446,124,Curabitur sed,3.77E+12,et,21,343,refused,5.02E+18,871,10/30/2022 6:44,12/13/2022 3:01
447,29,nulla vulputate,3.77E+12,velit.,7,64,accepted,4236 3815 8344 5283,477,10/4/2022 10:00,12/14/2022 3:43
448,78,Proin velit.,3.77E+12,lobortis,6,100,refused,3.66E+14,272,2/9/2023 2:59,3/16/2022 2:21
449,157,dictum. Phasellus,3.77E+12,et,21,22,accepted,491733 961963 3633,750,11/17/2022 3:40,10/3/2022 2:28
450,71,"malesuada vel,",3.77E+12,ligula.,5,529,accepted,670966 6924497540,448,1/18/2023 2:27,12/19/2021 5:32
451,118,eleifend egestas.,3.77E+12,In,16,827,cancelled,4.53E+12,173,2/27/2023 2:17,8/16/2022 7:34
452,192,convallis dolor.,v3770009015028,Proin,15,39,refused,3.63E+14,667,10/10/2022 10:46,7/29/2022 1:06
453,101,"Mauris vestibulum,",3.77E+12,"amet,",7,871,refused,2.01E+14,782,11/17/2022 6:46,10/21/2022 3:38
454,152,sem molestie,v3770009015028,Pellentesque,5,816,cancelled,676784 162728 1611,507,10/27/2022 7:05,11/5/2021 8:37
455,42,arcu. Sed,3.77E+12,nisi.,4,536,cancelled,3425 658523 58557,910,12/10/2022 4:09,11/7/2022 6:12
456,101,justo. Proin,3.77E+12,elit,4,250,accepted,556 85822 27979 466,550,2/28/2023 9:08,1/11/2022 6:54
457,123,natoque penatibus,3.77E+12,faucibus,7,733,accepted,676793 386323 6381,650,10/17/2022 8:26,8/13/2022 4:56
458,178,non leo.,3.77E+12,Suspendisse,8,57,cancelled,3695 256283 19448,373,10/1/2022 6:59,11/25/2021 3:19
459,164,ante. Nunc,3.77E+12,"non,",15,903,accepted,645343 283637 5243,988,2/25/2023 3:56,6/26/2022 3:05
460,163,"eleifend nec,",3.77E+12,felis,6,326,cancelled,490 58836 85368 495,746,2/13/2023 12:39,11/6/2022 1:50
461,191,Donec consectetuer,3.77E+12,mollis,6,706,cancelled,652297 546269 3450,767,1/16/2023 9:24,11/29/2021 9:09
462,7,"est, vitae",3.77E+12,nulla.,6,488,cancelled,633416 224662 8379,242,1/18/2023 4:05,2/7/2023 8:48
463,85,Suspendisse eleifend.,3.77E+12,at,5,801,accepted,589387 6693466917,330,10/3/2022 1:17,7/17/2022 3:59
464,115,Donec at,3.77E+12,"non,",15,485,refused,3745 944495 87446,449,11/8/2022 1:06,11/24/2021 3:26
465,136,natoque penatibus,3.77E+12,ac,24,114,refused,4.92E+12,924,1/13/2023 12:36,8/10/2022 1:31
466,29,condimentum. Donec,3.77E+12,dui.,9,108,cancelled,6767 5143 6588 3795,167,1/21/2023 5:11,6/9/2022 10:13
467,119,pharetra. Quisque,3.77E+12,erat,14,533,accepted,4.67E+15,520,11/3/2022 9:11,8/15/2022 9:31
468,3,Quisque nonummy,3.77E+12,"tellus,",1,879,accepted,564182 3753125756,792,10/25/2022 4:37,2/17/2022 3:45
469,117,id magna,3.77E+12,sem,11,43,refused,3712 533597 76985,534,11/3/2022 10:56,5/25/2022 4:46
470,198,enim non,3.77E+12,volutpat.,3,614,cancelled,676739 8575232377,248,11/11/2022 6:57,5/16/2022 10:04
471,70,"tempus scelerisque,",3.77E+12,Duis,7,885,cancelled,3.66E+14,555,11/21/2022 10:30,2/21/2023 7:05
472,172,Quisque tincidunt,3.77E+12,diam,6,918,refused,6.48E+15,974,11/23/2022 6:58,6/13/2022 2:04
473,109,Suspendisse eleifend.,3.77E+12,et,21,147,refused,4913 8173 5569 6454,957,12/25/2022 6:03,4/22/2022 10:08
474,173,Suspendisse sed,3.77E+12,id,6,691,accepted,448565 654234 3861,290,11/20/2022 11:01,11/29/2021 1:19
475,196,fermentum convallis,3.77E+12,egestas,3,941,refused,6467 2564 4694 3874,308,12/9/2022 11:49,12/10/2022 10:55
476,144,Donec at,3.77E+12,"amet,",7,641,cancelled,512622 4772613373,689,1/16/2023 3:43,4/4/2022 5:11
477,71,Cras pellentesque.,3.77E+12,ipsum,11,397,accepted,6.49E+15,855,10/22/2022 2:55,10/1/2022 4:24
478,194,"purus sapien,",3.77E+12,mi,11,508,cancelled,3783 573768 55228,165,1/18/2023 7:40,11/29/2021 7:30
479,130,aliquet diam.,3.77E+12,fringilla,8,986,accepted,3.66E+14,762,10/1/2022 3:28,1/24/2023 9:42
480,161,quis accumsan,3.77E+12,"amet,",7,789,cancelled,4.91E+15,417,10/3/2022 10:26,1/6/2022 3:50
481,7,rutrum. Fusce,3.77E+12,et,21,593,refused,3686 697754 23420,268,2/16/2023 7:20,11/4/2022 7:17
482,67,vitae risus.,3.77E+12,"id,",7,292,accepted,6.77E+15,609,10/7/2022 10:22,5/14/2022 1:30
483,181,lorem fringilla,3.77E+12,"vulputate,",6,38,cancelled,644 73671 53237 775,573,2/9/2023 11:00,11/19/2022 12:01
484,6,Donec non,3.77E+12,torquent,1,76,refused,5893 357431 2686,534,12/30/2022 4:07,1/6/2022 11:57
485,60,Quisque porttitor,3.77E+12,cursus,5,14,cancelled,5836 7593 2245 5487,542,2/21/2023 1:52,12/11/2021 11:47
486,197,"ullamcorper, nisl",3.77E+12,dolor,9,251,refused,670683 868486 5744,922,11/7/2022 1:34,9/29/2022 12:19
487,164,"imperdiet, erat",3.77E+12,ligula,6,788,cancelled,645755 775238 3189,739,2/9/2023 2:17,12/21/2021 3:55
488,198,adipiscing ligula.,3.77E+12,purus,5,163,accepted,577 29431 53652 646,669,1/10/2023 10:03,1/15/2022 12:16
489,50,ante ipsum,3.77E+12,non,15,815,cancelled,6.71E+16,941,10/29/2022 2:56,12/12/2021 2:13
490,33,nunc id,3.77E+12,ultrices.,3,453,refused,6487 4843 3589 4687,762,1/9/2023 12:54,11/5/2021 11:34
491,15,est tempor,3.77E+12,ut,16,263,refused,503837 6673538450,316,2/17/2023 7:17,10/14/2022 11:27
492,197,vitae risus.,3.77E+12,"aliquam,",2,877,cancelled,538287 3748368170,534,11/14/2022 6:24,5/18/2022 3:35
493,179,Nullam feugiat,3.77E+12,"enim,",4,774,cancelled,484428 1353932110,130,1/31/2023 4:01,1/31/2022 5:27
494,107,et ultrices,3.77E+12,fermentum,4,256,refused,6763 6327 3186 6445,748,11/5/2022 3:55,11/18/2021 9:30
495,84,Mauris blandit,3.77E+12,scelerisque,7,965,cancelled,492963 672245 6240,518,12/16/2022 3:36,11/21/2021 5:30
496,116,"pede, ultrices",3.77E+12,nunc,22,148,cancelled,4532 8427 8858 8657,843,10/6/2022 12:03,10/1/2022 2:05
497,89,dui. Fusce,3.77E+12,"in,",3,881,accepted,2.15E+14,257,12/29/2022 3:18,6/18/2022 8:49
498,93,"at, velit.",3.77E+12,imperdiet,6,222,accepted,491332 3222458756,652,10/21/2022 3:35,12/2/2022 4:53
499,148,"ultricies ornare,",v3770009015028,turpis.,6,980,accepted,3745 375199 35870,598,11/29/2022 10:24,10/14/2022 12:00
500,154,Nam porttitor,3.77E+12,"a,",5,762,refused,3612 948779 16382,666,1/22/2023 3:28,12/28/2022 2:18
501,119,eu lacus.,3.77E+12,semper,17,104,accepted,4.90E+17,520,1/23/2023 1:41,8/8/2022 7:24
502,147,"a, facilisis",3.77E+12,elit.,5,101,accepted,543444 797577 8662,757,2/22/2023 2:41,2/26/2022 2:48
503,124,Fusce dolor,3.77E+12,sapien.,2,154,cancelled,4.51E+15,496,10/15/2022 8:17,2/25/2023 6:40
504,145,"sed, sapien.",3.77E+12,aliquet,7,183,accepted,6.71E+18,627,10/25/2022 12:46,11/21/2022 11:10
505,37,sed orci,3.77E+12,"a,",5,748,accepted,417500 979546 7174,681,11/28/2022 11:36,10/16/2021 10:00
506,57,"blandit at,",3.77E+12,diam.,2,73,refused,3009 352875 87536,771,10/28/2022 11:50,12/27/2022 10:50
507,126,tincidunt pede,3.77E+12,egestas.,2,556,accepted,6331 1035 7896 3847,240,12/30/2022 10:19,10/11/2021 10:16
508,49,"sit amet,",3.77E+12,consectetuer,9,757,cancelled,3.64E+14,749,12/31/2022 7:04,12/26/2022 8:53
509,62,eros. Nam,3.77E+12,lorem,23,473,refused,3048 146386 12663,247,12/8/2022 8:39,8/20/2022 7:09
510,140,"est, vitae",3.77E+12,sodales,5,132,accepted,6.76E+12,586,10/24/2022 4:40,1/9/2022 4:11
511,128,"rutrum urna,",v3770009015028,"mi,",1,785,accepted,3.69E+14,749,10/19/2022 1:01,7/17/2022 4:54
512,162,magnis dis,3.77E+12,"lorem,",6,347,cancelled,6.71E+16,743,1/5/2023 1:26,3/12/2022 8:58
513,37,"Integer vulputate,",3.77E+12,faucibus,7,48,cancelled,3.68E+14,914,2/3/2023 8:16,5/3/2022 2:40
514,94,lobortis quam,3.77E+12,auctor,4,267,cancelled,633362 6332366392,955,1/22/2023 4:46,8/27/2022 2:38
515,18,sed pede,3.77E+12,"a,",5,56,cancelled,3658 134799 24977,984,1/25/2023 11:36,11/3/2022 11:25
516,80,nec tempus,3.77E+12,ornare,8,986,cancelled,6709 2343 7628 7644,821,10/24/2022 10:59,6/13/2022 2:18
517,32,"diam lorem,",3.77E+12,"tempor,",2,474,refused,417 50068 64696 220,312,3/1/2023 4:00,2/17/2023 11:46
518,44,"Duis cursus,",v3770009015028,turpis.,6,802,cancelled,541656 6463486777,991,1/16/2023 9:50,12/17/2021 6:41
519,11,nisl. Maecenas,3.77E+12,Vivamus,6,809,refused,2149 548418 68658,980,12/16/2022 10:10,12/23/2022 10:33
520,110,"mi lorem,",3.77E+12,nulla.,6,756,refused,6.30E+17,549,1/4/2023 10:29,2/19/2022 3:09
521,21,turpis. Aliquam,3.77E+12,interdum.,7,412,accepted,3.47E+14,145,1/9/2023 2:27,3/9/2022 1:58
522,150,"elit, a",3.77E+12,Nulla,14,415,accepted,3.62E+14,159,2/23/2023 9:44,2/9/2023 4:23
523,127,eu nibh,3.77E+12,nonummy,6,514,refused,453 92369 29874 832,955,11/30/2022 4:05,12/22/2022 12:42
524,68,ipsum. Suspendisse,3.77E+12,eget,6,623,accepted,484 42568 73338 790,657,2/18/2023 11:30,6/28/2022 7:13
525,153,Vestibulum ante,3.77E+12,arcu.,8,348,refused,2014 546928 45843,991,12/29/2022 12:21,4/23/2022 9:11
526,131,"tempus non,",3.77E+12,cursus,5,440,accepted,3.67E+14,503,2/18/2023 12:19,2/20/2022 12:32
527,55,dis parturient,3.77E+12,"facilisis,",1,96,refused,587556 195582 3722,962,11/30/2022 5:44,11/22/2021 4:07
528,49,"a, scelerisque",3.77E+12,"leo,",1,21,refused,633478 734477 5225,323,1/11/2023 1:18,1/25/2022 7:31
529,7,elit. Nulla,3.77E+12,sit,18,674,refused,3.49E+14,609,12/31/2022 3:58,7/6/2022 11:20
530,86,eu tellus,3.77E+12,natoque,1,246,refused,6.77E+16,519,2/6/2023 9:04,2/25/2023 12:15
531,156,a neque.,3.77E+12,"magna,",2,953,cancelled,4532 247 15 2731,977,10/18/2022 12:59,10/2/2022 8:43
532,13,"sit amet,",3.77E+12,consectetuer,9,423,accepted,2.01E+14,958,11/6/2022 1:45,9/3/2022 9:55
533,11,"cursus et,",3.77E+12,velit,8,734,accepted,6759 8643 1475 2298,204,11/22/2022 6:51,5/3/2022 4:59
534,56,tincidunt congue,3.77E+12,consequat,4,236,refused,566834 985152 5463,312,12/31/2022 9:25,1/7/2022 10:18
535,55,magna a,3.77E+12,"montes,",4,707,accepted,6.48E+15,731,11/30/2022 10:21,2/12/2022 2:47
536,33,elit. Etiam,3.77E+12,lorem,23,556,cancelled,630433 6256346785,691,1/13/2023 7:59,11/16/2022 4:54
537,18,Lorem ipsum,3.77E+12,Cras,11,180,refused,5384 8554 5236 6274,780,1/3/2023 4:18,4/7/2022 2:52
538,48,Donec vitae,3.77E+12,leo,3,579,cancelled,633110 632326 2738,775,12/28/2022 5:09,3/30/2022 12:41
539,118,molestie arcu.,3.77E+12,"amet,",7,954,accepted,4905 4333 7382 2567,992,11/14/2022 10:14,12/4/2022 12:56
540,86,nunc. In,3.77E+12,"pede,",6,136,refused,417500 345644 1768,940,12/16/2022 8:36,5/2/2022 2:44
541,65,Proin mi.,3.77E+12,sit,18,240,cancelled,3.64E+14,876,1/29/2023 4:52,3/11/2022 10:52
542,78,Aenean eget,3.77E+12,diam,6,284,accepted,670 62727 72423 549,360,1/3/2023 3:47,2/16/2023 5:06
543,157,dignissim magna,3.77E+12,et,21,902,accepted,4.91E+17,459,10/18/2022 9:00,4/25/2022 3:25
544,22,gravida sagittis.,3.77E+12,"lorem,",6,7,refused,3679 521562 48348,344,10/20/2022 3:48,12/31/2022 1:12
545,25,iaculis aliquet,3.77E+12,sed,23,457,refused,2149 277867 55122,998,1/12/2023 3:56,4/5/2022 1:32
546,19,turpis. In,3.77E+12,Nulla,14,404,cancelled,6.76E+16,835,10/26/2022 11:10,8/10/2022 4:26
547,80,pede. Praesent,3.77E+12,malesuada,13,350,accepted,633110 3865213534,230,1/22/2023 10:34,4/17/2022 9:40
548,80,consectetuer adipiscing,3.77E+12,"in,",3,426,refused,6767 4352 5758 3964,269,10/10/2022 6:15,3/18/2022 7:24
549,127,"semper egestas,",3.77E+12,"et,",4,231,cancelled,2149 545797 29445,400,1/7/2023 11:47,11/24/2021 1:24
550,197,erat vel,3.77E+12,augue,7,618,refused,2.01E+14,953,1/12/2023 5:57,12/13/2021 6:25
551,116,Nunc ac,3.77E+12,gravida,7,183,refused,3638 735942 18665,411,2/7/2023 5:02,1/8/2022 9:31
552,168,"at, libero.",v3770009015028,enim,6,593,refused,6334 5545 5484 4434,590,2/1/2023 8:10,12/12/2022 11:58
553,48,lacus. Aliquam,3.77E+12,"non,",15,298,refused,633464 39 3826 5422 748,550,12/8/2022 6:45,7/30/2022 12:21
554,13,eu sem.,3.77E+12,molestie,10,240,refused,3038 435182 98211,697,12/23/2022 6:41,1/19/2023 8:26
555,38,feugiat tellus,v3770009015028,urna,6,521,cancelled,647622 837637 8263,986,10/10/2022 9:42,7/11/2022 11:25
556,195,metus. Vivamus,3.77E+12,Curabitur,12,264,refused,6767 8672 8723 6744,438,11/16/2022 10:34,5/22/2022 4:48
557,186,Etiam bibendum,3.77E+12,Vivamus,6,811,accepted,3.69E+14,650,10/26/2022 2:28,2/25/2022 9:32
558,183,Vestibulum accumsan,3.77E+12,ultrices,6,725,accepted,4175 0068 8564 6444,932,12/19/2022 6:29,3/6/2022 8:04
559,21,lobortis risus.,v3770009015028,dui.,9,622,accepted,3.06E+14,124,10/30/2022 7:41,5/23/2022 10:43
560,59,purus ac,3.77E+12,adipiscing,12,240,refused,517843 3882677387,810,11/24/2022 7:10,4/9/2022 10:10
561,90,magna tellus,3.77E+12,vel,7,140,accepted,3.77E+14,692,12/14/2022 6:15,1/28/2023 10:40
562,161,eu nulla,3.77E+12,Vivamus,6,752,refused,3.69E+14,394,11/3/2022 7:38,5/31/2022 1:06
563,26,Cras vulputate,3.77E+12,"auctor,",2,735,refused,490331 48 3439 3296 353,597,11/22/2022 6:59,2/23/2022 4:12
564,163,"sodales purus,",v3770009015028,parturient,7,953,accepted,3426 843446 99682,510,2/11/2023 11:44,2/1/2023 11:46
565,173,risus quis,3.77E+12,semper,17,801,accepted,6.77E+15,666,11/22/2022 9:53,12/13/2022 7:37
566,134,urna et,3.77E+12,nulla,14,741,refused,5.76E+14,525,1/19/2023 3:18,5/22/2022 1:14
567,12,"elit, dictum",3.77E+12,magnis,4,837,cancelled,3.62E+14,586,3/1/2023 6:33,12/5/2021 6:49
568,169,"aliquet nec,",3.77E+12,nisi,7,499,accepted,3.63E+14,402,12/24/2022 12:05,12/23/2021 1:23
569,189,ultricies sem,3.77E+12,accumsan,8,435,cancelled,3.66E+14,342,12/25/2022 7:24,2/17/2023 1:20
570,169,id magna,3.77E+12,quis,7,487,refused,3048 372735 74344,415,1/14/2023 3:16,11/6/2021 11:12
571,130,tellus non,3.77E+12,"non,",15,899,refused,4556 3846 8545 2225,433,2/26/2023 9:55,8/28/2022 8:47
572,80,Maecenas libero,3.77E+12,fermentum,4,23,accepted,490 55267 53823 590,281,2/14/2023 12:56,1/21/2022 2:33
573,41,"pede, nonummy",3.77E+12,mattis,1,626,cancelled,5147 6386 1428 3753,728,11/27/2022 2:01,10/3/2022 6:16
574,187,Integer in,3.77E+12,lectus,11,44,cancelled,3479 425732 42227,784,10/20/2022 9:41,10/10/2022 3:31
575,179,"elementum at,",3.77E+12,enim,6,710,cancelled,6334 5726 4762 2120,803,12/1/2022 7:40,2/9/2023 12:52
576,94,odio. Aliquam,3.77E+12,mauris.,2,773,cancelled,2.15E+14,555,12/6/2022 7:20,4/4/2022 11:46
577,15,ultrices posuere,3.77E+12,ipsum.,4,415,refused,3.04E+14,835,12/20/2022 4:19,11/14/2021 10:52
578,86,Nulla facilisis.,3.77E+12,tincidunt,6,331,accepted,4916 545 65 4193,686,10/31/2022 11:21,10/11/2021 7:38
579,130,gravida. Aliquam,3.77E+12,lorem,23,471,cancelled,3.61E+14,587,11/21/2022 7:32,9/22/2022 2:53
580,7,nisl. Quisque,3.77E+12,"suscipit,",3,355,refused,3426 353537 85671,268,12/26/2022 2:28,1/15/2022 12:16
581,68,mattis velit,3.77E+12,luctus,11,251,accepted,6.76E+11,342,10/7/2022 12:31,1/23/2023 3:31
582,69,"id, mollis",3.77E+12,arcu.,8,197,accepted,3035 918455 64553,221,11/28/2022 8:06,11/26/2021 7:59
583,2,lobortis ultrices.,3.77E+12,"scelerisque,",2,77,accepted,6011 2585 3286 3454,613,2/24/2023 5:13,2/22/2022 2:25
584,146,tempor bibendum.,3.77E+12,Morbi,9,381,accepted,5.34E+15,247,1/25/2023 5:36,8/1/2022 12:25
585,51,ut dolor,3.77E+12,Fusce,7,918,cancelled,491 38962 94523 532,953,12/28/2022 7:34,11/22/2021 9:21
586,15,nisi a,3.77E+12,interdum.,7,667,accepted,675973 87 7837 4659 580,306,2/17/2023 12:43,2/25/2023 1:07
587,81,mauris ut,3.77E+12,"vitae,",8,168,cancelled,6.77E+16,879,1/16/2023 2:44,10/25/2022 11:09
588,178,molestie tortor,3.77E+12,eu,13,126,refused,2014 978778 93476,928,2/3/2023 6:54,12/4/2021 8:59
589,99,molestie orci,3.77E+12,non,15,693,accepted,633479 5221661632,658,1/17/2023 11:56,3/16/2022 2:47
590,93,at risus.,3.77E+12,placerat,2,10,accepted,3.61E+14,806,1/18/2023 4:34,8/18/2022 2:28
591,17,Maecenas malesuada,3.77E+12,convallis,8,145,cancelled,5.75E+11,517,10/19/2022 10:03,7/24/2022 2:30
592,105,orci lobortis,3.77E+12,sem.,3,993,cancelled,448526 584314 8548,901,1/7/2023 7:47,6/8/2022 11:11
593,106,facilisis. Suspendisse,3.77E+12,a,12,776,cancelled,584 95283 17469 372,270,11/22/2022 5:24,7/24/2022 10:56
594,9,ipsum. Phasellus,3.77E+12,lorem,23,285,refused,6334 8736 6264 7525,955,11/29/2022 3:54,9/9/2022 10:46
595,186,Donec egestas.,v3770009015028,primis,1,293,cancelled,649276 888873 6458,187,11/18/2022 4:59,1/15/2023 8:34
596,43,at augue,3.77E+12,elit.,5,580,accepted,4.53E+12,268,10/10/2022 3:04,10/17/2022 2:30
597,7,Phasellus dapibus,3.77E+12,Proin,15,99,cancelled,4844 3528 8823 6481,849,1/29/2023 12:04,11/12/2021 9:04
598,119,"et, eros.",3.77E+12,"tempor,",2,337,accepted,450 87554 28777 698,303,12/7/2022 1:30,5/7/2022 5:01
599,148,consectetuer mauris,3.77E+12,semper,17,691,cancelled,492987 1723424976,445,11/1/2022 7:59,9/19/2022 10:56
600,198,Phasellus libero,3.77E+12,posuere,2,888,accepted,4.92E+15,778,12/30/2022 8:05,1/2/2022 9:58
601,83,dignissim lacus.,3.77E+12,"non,",15,427,cancelled,676724 67 8697 7328 998,622,2/21/2023 4:33,10/1/2022 2:22
602,52,sem semper,3.77E+12,nulla,14,314,accepted,3.05E+14,488,2/26/2023 3:04,1/14/2023 9:15
603,92,nec tellus.,3.77E+12,ad,2,795,cancelled,3625 363264 38155,499,2/28/2023 12:37,12/12/2021 1:22
604,110,nunc interdum,3.77E+12,Aenean,9,141,cancelled,3646 588326 69582,326,11/28/2022 12:10,7/30/2022 2:35
605,18,Duis risus,3.77E+12,aliquet.,4,496,cancelled,6.76E+16,366,1/12/2023 9:24,12/31/2022 6:52
606,151,sit amet,3.77E+12,et,21,164,refused,633472 42 3834 7445 698,270,2/10/2023 7:06,8/16/2022 8:34
607,87,risus. Morbi,v3770009015028,nonummy,6,496,refused,491337 2656465852,351,1/29/2023 2:29,1/10/2022 1:26
608,91,"tempus, lorem",3.77E+12,semper,17,578,cancelled,5612 455 52 8283,411,1/20/2023 5:49,10/5/2021 5:16
609,179,faucibus orci,3.77E+12,lobortis,6,872,accepted,2.01E+14,986,12/23/2022 6:02,11/28/2021 7:51
610,121,metus vitae,3.77E+12,nunc.,1,895,cancelled,6011 7872 7898 9255,405,12/21/2022 11:55,2/22/2022 1:25
611,34,sit amet,3.77E+12,dolor.,5,453,refused,471 62583 87872 467,972,1/16/2023 6:24,3/8/2022 10:10
612,94,Proin sed,3.77E+12,nunc,22,908,cancelled,519556 915127 6432,576,11/3/2022 5:18,7/8/2022 6:53
613,18,eu nibh,3.77E+12,fringilla,8,468,refused,5.04E+14,664,2/3/2023 5:30,10/23/2022 12:32
614,74,arcu. Curabitur,3.77E+12,sodales,5,728,refused,633 45235 14517 638,755,1/3/2023 4:28,11/9/2022 9:39
615,177,"lobortis, nisi",3.77E+12,Pellentesque,5,393,refused,2.15E+14,711,11/4/2022 10:10,12/7/2021 8:11
616,32,et nunc.,3.77E+12,hymenaeos.,1,142,accepted,647 72171 25755 631,250,11/9/2022 1:38,12/5/2021 1:23
617,192,amet nulla.,3.77E+12,"scelerisque,",2,958,accepted,4.84E+15,522,1/27/2023 3:56,4/8/2022 8:01
618,3,ante dictum,3.77E+12,magnis,4,661,cancelled,4.56E+15,933,10/5/2022 9:13,6/4/2022 2:28
619,86,Morbi vehicula.,3.77E+12,Aliquam,9,623,accepted,676 19665 57784 353,162,10/25/2022 6:05,2/8/2022 4:18
620,88,odio vel,3.77E+12,tristique,8,785,refused,3.68E+14,448,10/8/2022 11:04,2/14/2022 12:00
621,198,fames ac,3.77E+12,"non,",15,217,refused,4.84E+15,784,2/14/2023 12:10,11/4/2021 5:23
622,88,"facilisis vitae,",3.77E+12,turpis,3,601,cancelled,3.79E+14,606,11/28/2022 10:41,2/2/2022 6:31
623,111,lacus. Quisque,3.77E+12,Aenean,9,923,refused,3056 626494 52283,670,1/23/2023 4:47,2/8/2023 6:08
624,138,Morbi neque,3.77E+12,tellus.,4,918,cancelled,649175 535844 1785,177,10/16/2022 1:37,12/21/2021 4:17
625,67,"malesuada vel,",3.77E+12,Integer,10,953,refused,491 32521 37611 896,443,11/16/2022 6:29,1/8/2023 8:57
626,95,lacus. Nulla,3.77E+12,vehicula,3,149,refused,649 35946 42641 456,505,1/29/2023 3:07,1/7/2023 12:18
627,198,mus. Donec,3.77E+12,vitae,11,471,cancelled,453272 133724 3230,945,1/19/2023 11:33,5/20/2022 8:45
628,20,Duis risus,3.77E+12,Cras,11,280,accepted,646639 262426 4261,781,10/14/2022 5:44,4/16/2022 9:56
629,138,metus. In,3.77E+12,dis,9,435,accepted,2.01E+14,594,12/9/2022 10:24,12/21/2022 1:26
630,27,fringilla mi,3.77E+12,nec,8,885,refused,677153 72 2653 4829 857,450,10/22/2022 6:53,1/22/2023 7:27
631,108,"Nunc ullamcorper,",3.77E+12,Sed,23,717,accepted,6494 3261 1723 6333,362,2/15/2023 9:16,1/25/2023 11:45
632,61,nunc risus,3.77E+12,orci,5,986,cancelled,630461 62 1522 2683 654,493,10/22/2022 12:06,11/1/2021 6:04
633,80,"pede, nonummy",3.77E+12,Cras,11,955,accepted,513466 6652595619,805,10/10/2022 7:20,2/2/2023 9:33
634,94,elit elit,3.77E+12,rhoncus.,3,658,accepted,564 18225 75725 728,651,12/11/2022 10:13,10/25/2022 1:40
635,94,"in, hendrerit",3.77E+12,ullamcorper,4,344,accepted,6.56E+15,996,2/23/2023 1:13,10/30/2022 10:30
636,164,lectus convallis,3.77E+12,sit,18,491,cancelled,3.00E+14,586,11/8/2022 4:08,1/25/2023 8:18
637,143,eu lacus.,3.77E+12,purus.,1,368,refused,2.15E+14,659,11/13/2022 11:12,2/17/2022 9:18
638,55,interdum. Curabitur,3.77E+12,"sem,",4,547,refused,633110 2835773429,473,11/28/2022 5:48,10/26/2021 10:17
639,57,ridiculus mus.,3.77E+12,tristique,8,116,refused,4532 9527 2539 4885,456,10/29/2022 7:14,7/31/2022 12:59
640,47,imperdiet ornare.,3.77E+12,Duis,7,532,accepted,5354 5352 9722 6794,148,11/26/2022 10:27,12/17/2022 4:14
641,108,Suspendisse aliquet,3.77E+12,Nam,3,994,cancelled,6.49E+15,868,11/13/2022 12:09,4/25/2022 12:45
642,159,"imperdiet nec,",v3770009015028,ligula,6,465,refused,676 77883 48464 853,612,12/19/2022 9:53,3/1/2022 5:45
643,94,"tristique ac,",3.77E+12,rutrum,5,456,accepted,3655 378577 45973,128,12/23/2022 7:53,8/9/2022 6:34
644,74,magna a,3.77E+12,malesuada,13,729,cancelled,633477 2259565373,286,2/28/2023 3:50,3/20/2022 1:21
645,54,"a, facilisis",3.77E+12,pede.,5,476,refused,633463 8333648289,467,10/28/2022 9:32,1/13/2022 4:25
646,113,volutpat nunc,3.77E+12,orci,5,857,cancelled,5.13E+15,598,2/26/2023 11:51,10/12/2022 10:09
647,155,nascetur ridiculus,3.77E+12,molestie.,3,634,accepted,564182 658376 8885,120,1/10/2023 8:01,12/12/2022 1:07
648,61,nec orci.,3.77E+12,dis,9,806,accepted,5.76E+13,874,12/13/2022 3:38,7/22/2022 10:04
649,30,"fringilla, porttitor",3.77E+12,id,6,115,accepted,6.77E+18,596,11/14/2022 12:42,6/14/2022 12:15
650,189,"consequat auctor,",3.77E+12,lacus,1,387,cancelled,3672 618543 16625,619,2/16/2023 2:19,5/22/2022 1:55
651,164,eget nisi,3.77E+12,Sed,23,893,refused,6471 7827 3638 3368,221,12/18/2022 1:39,1/14/2023 4:12
652,100,"feugiat non,",3.77E+12,aliquet,7,233,refused,402 40071 63792 739,573,11/24/2022 4:05,7/26/2022 12:58
653,161,eu turpis.,3.77E+12,Donec,21,764,refused,6.77E+18,822,2/25/2023 11:25,7/13/2022 5:28
654,52,gravida mauris,3.77E+12,"non,",15,810,accepted,484428 6727532413,925,12/30/2022 2:42,9/17/2022 5:16
655,34,"scelerisque, lorem",3.77E+12,"consectetuer,",2,286,refused,535626 885946 2254,850,12/31/2022 11:13,6/10/2022 5:51
656,115,"at, velit.",3.77E+12,"sed,",4,830,cancelled,6.76E+18,256,11/20/2022 5:29,2/15/2022 8:56
657,95,sagittis semper.,v3770009015028,luctus,11,810,accepted,6.76E+12,733,2/25/2023 6:17,1/26/2023 8:38
